Symbol,Name,Country,Sector,Industry
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MRC,MRC Global Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
MRDB,MariaDB plc Ordinary Shares,United States,Technology,Computer Software: Prepackaged Software
MRK,Merck & Company Inc. Common Stock (new),United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRO,Marathon Oil Corporation Common Stock,United States,Energy,Oil & Gas Production
MS,Morgan Stanley Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,United States,,
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,United States,,
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,United States,,
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),United States,,
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,United States,,
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,United States,,
MS^O,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.250% Non-Cumulative Preferred Stock Series O,United States,,
MS^P,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 6.500% Non-Cumulative Preferred Stock Series P,United States,,
MSA,MSA Safety Incorporated Common Stock,United States,Health Care,Industrial Specialties
MSB,Mesabi Trust Common Stock,United States,Industrials,Precious Metals
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,,Consumer Discretionary,Hotels/Resorts
MSCI,MSCI Inc. Common Stock,United States,Consumer Discretionary,Business Services
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MSDL,Morgan Stanley Direct Lending Fund Common Stock,United States,,
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,United States,Consumer Discretionary,Movies/Entertainment
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSI,Motorola Solutions Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
MSM,MSC Industrial Direct Company Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
MT,Arcelor Mittal NY Registry Shares NEW,Luxembourg,Industrials,Steel/Iron Ore
MTAL,Metals Acquisition Limited Ordinary Shares,United States,Finance,Blank Checks
MTB,M&T Bank Corporation Common Stock,United States,Finance,Major Banks
MTB^H,M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock Series H,United States,,
MTB^J,M&T Bank Corporation Depositary Shares each representing a 1/400th ownership interest in a share of Perpetual 7.500% Non-Cumulative Preferred Stock Series J,United States,,
MTD,Mettler-Toledo International Inc. Common Stock,Switzerland,Industrials,Biotechnology: Laboratory Analytical Instruments
MTDR,Matador Resources Company Common Stock,United States,Energy,Oil & Gas Production
MTG,MGIC Investment Corporation Common Stock,United States,Finance,Property-Casualty Insurers
MTH,Meritage Homes Corporation Common Stock,United States,Consumer Discretionary,Homebuilding
MTN,Vail Resorts Inc. Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
MTR,Mesa Royalty Trust Common Stock,United States,Energy,Oil & Gas Production
MTRN,Materion Corporation,United States,Industrials,Industrial Specialties
MTUS,Metallus Inc. Common Shares,United States,Industrials,Steel/Iron Ore
MTW,Manitowoc Company Inc. (The) Common Stock,United States,Industrials,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc. Common Stock,United States,Industrials,Major Chemicals
MTZ,MasTec Inc. Common Stock,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MUA,Blackrock MuniAssets Fund Inc Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,Japan,Finance,Commercial Banks
MUI,BlackRock Municipal Income Fund Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MUR,Murphy Oil Corporation Common Stock,United States,Energy,Oil & Gas Production
MUSA,Murphy USA Inc. Common Stock,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
MUX,McEwen Mining Inc. Common Stock,Canada,Basic Materials,Other Metals and Minerals
MVF,Blackrock MuniVest Fund Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MVO,MV Oil Trust Units of Beneficial Interests,United States,Energy,Oil & Gas Production
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MWA,MUELLER WATER PRODUCTS Common Stock,United States,Industrials,Metal Fabrications
MX,Magnachip Semiconductor Corporation Common Stock,Luxembourg,Technology,Semiconductors
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,United States,Finance,Finance Companies
MXF,Mexico Fund Inc. (The) Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MYD,Blackrock MuniYield Fund Inc.  Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MYE,Myers Industries Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,United States,Finance,Finance Companies
MYTE,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share,,Consumer Discretionary,Catalog/Specialty Distribution
NABL,N-able Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
NAC,Nuveen California Quality Municipal Income Fund,United States,Finance,Investment Managers
NAD,Nuveen Quality Municipal Income Fund Common Stock,United States,Finance,Investment Managers
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,United States,Finance,Investment Managers
NAPA,The Duckhorn Portfolio Inc. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
NAT,Nordic American Tankers Limited Common Stock,Bermuda,Consumer Discretionary,Marine Transportation
NATL,NCR Atleos Corporation Common Stock,United States,Miscellaneous,Office Equipment/Supplies/Services
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,United States,Finance,Finance/Investors Services
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
NBHC,National Bank Holdings Corporation Common Stock,United States,Finance,Major Banks
NBR,Nabors Industries Ltd.,Bermuda,Energy,Oil & Gas Production
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,,Finance,Trusts Except Educational Religious and Charitable
NC,NACCO Industries Inc. Common Stock,United States,Energy,Coal Mining
NCA,Nuveen California Municipal Value Fund,United States,Finance,Investment Managers
NCDL,Nuveen Churchill Direct Lending Corp. Common Stock,,,
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,United States,Consumer Discretionary,Marine Transportation
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
NCV^A,Virtus Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,United States,,
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,United States,Finance,Finance Companies
NCZ^A,Virtus Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,United States,,
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,,Finance,Trusts Except Educational Religious and Charitable
NDP,Tortoise Energy Independence Fund Inc. Common Stock,United States,Finance,Finance/Investors Services
NE,Noble Corporation plc A Ordinary Shares,United States,Energy,Oil & Gas Production
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,United States,Finance,Finance/Investors Services
NEE,NextEra Energy Inc. Common Stock,United States,Technology,EDP Services
NEE^N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,United States,,
NEE^R,NextEra Energy Inc. 6.926% Corporate Units,United States,,
NEM,Newmont Corporation,United States,Basic Materials,Precious Metals
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,United States,Utilities,Electric Utilities: Central
NET,Cloudflare Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
NEU,NewMarket Corp Common Stock,United States,Industrials,Major Chemicals
NEUE,NeueHealth Inc. Common Stock,United States,Health Care,Medical Specialities
NEXA,Nexa Resources S.A. Common Shares,Luxembourg,Basic Materials,Metal Mining
NFG,National Fuel Gas Company Common Stock,United States,Utilities,Oil/Gas Transmission
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,United States,Finance,Finance: Consumer Services
NFYS,Enphys Acquisition Corp. Class A Ordinary Shares,,Finance,Blank Checks
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,United Kingdom,Utilities,Natural Gas Distribution
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,United States,Utilities,Natural Gas Distribution
NGL^B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,United States,,
NGL^C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,United States,,
NGS,Natural Gas Services Group Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,United States,Consumer Staples,Food Chains
NGVT,Ingevity Corporation Common Stock ,United States,Industrials,Major Chemicals
NHI,National Health Investors Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
NI,NiSource Inc Common Stock,United States,Utilities,Power Generation
NIC,Nicolet Bankshares Inc. Common Stock,United States,Finance,Major Banks
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
NIM,Nuveen Select Maturities Municipal Fund Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
NINE,Nine Energy Service Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,United States,Consumer Discretionary,Auto Manufacturing
NJR,NewJersey Resources Corporation Common Stock,United States,Utilities,Oil/Gas Transmission
NKE,Nike Inc. Common Stock,United States,Consumer Discretionary,Shoe Manufacturing
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,United States,Finance,Finance/Investors Services
NL,NL Industries Inc. Common Stock,United States,Industrials,Major Chemicals
NLOP,Net Lease Office Properties Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts
NLY,Annaly Capital Management Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
NLY^F,Annaly Capital Management Inc 6.95% Series F,United States,,
NLY^G,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,
NLY^I,Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,
NMAI,Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest,,Finance,Investment Managers
NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares,,Finance,Finance/Investors Services
NMG,Nouveau Monde Graphite Inc. Common Shares,,,
NMI,Nuveen Municipal Income Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,Greece,Consumer Discretionary,Marine Transportation
NMR,Nomura Holdings Inc ADR American Depositary Shares,Japan,Finance,Investment Bankers/Brokers/Service
NMS,Nuveen Minnesota Quality Municipal Income Fund ,United States,Finance,Finance Companies
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,United States,Finance,Finance/Investors Services
NMZ,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,United States,Finance,Finance/Investors Services
NNI,Nelnet Inc. Common Stock,United States,Finance,Finance: Consumer Services
NNN,NNN REIT Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
NNY,Nuveen New York Municipal Value Fund Common Stock,United States,Finance,Investment Managers
NOA,North American Construction Group Ltd. Common Shares (no par),Canada,Consumer Staples,Meat/Poultry/Fish
